Unnamed: 0,Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Unnamed: 13
15,DJ Cullen (AUS),2006-2006,5,5.0,213.0,147.0,2.0,2/25,73.5,4.14,106.5,0.0,0.0,0.0
10,DJ Cullinan (SA),1993-2000,138,9.0,174.0,124.0,5.0,2/30,24.8,4.27,34.8,0.0,0.0,0.0
17,DJ Gandhi (INDIA),1999-2000,3,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
32,DJ Hussey (AUS),2008-2013,69,39.0,802.0,698.0,18.0,4/21,38.77,5.22,44.5,2.0,0.0,0.0
35,DJ Malan (ENG),2019-2019,1,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
41,DJ Murray (NZ),1994-1994,1,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
4,DJ Nash (NZ),1992-2002,81,78.0,3416.0,2622.0,64.0,4/38,40.96,4.6,53.3,1.0,0.0,0.0
35,DJ Pringle (EAf),1975-1975,2,2.0,90.0,55.0,0.0,-,0.0,3.66,0.0,0.0,0.0,0.0
46,DJ Reekers (NL),2006-2009,19,13.0,510.0,436.0,13.0,3/54,33.53,5.12,39.2,0.0,0.0,0.0
47,DJ Richardson (SA),1991-1998,122,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
23,DJ Terbrugge (SA),2000-2000,4,4.0,126.0,105.0,4.0,4/20,26.25,5.0,31.5,1.0,0.0,0.0
8,DJ White (NZ),1990-1990,3,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
11,DJ Willey (ENG),2015-2019,46,45.0,1971.0,1889.0,52.0,4/34,36.32,5.75,37.9,2.0,0.0,0.0
40,DJ Worrall (AUS),2016-2016,3,3.0,158.0,171.0,1.0,1/43,171.0,6.49,158.0,0.0,0.0,0.0
47,DJ ter Braak (NL),2018-2018,2,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
44,DJG Sammy (WI),2004-2015,126,119.0,4956.0,3851.0,81.0,4/26,47.54,4.66,61.1,1.0,0.0,0.0
19,DJM Short (AUS),2018-2018,4,3.0,42.0,59.0,0.0,-,0.0,8.42,0.0,0.0,0.0,0.0
5,DK Butler (WI),2005-2006,5,5.0,246.0,188.0,3.0,1/25,62.66,4.58,82.0,0.0,0.0,0.0
41,DK Lillee (AUS),1972-1983,63,63.0,3593.0,2145.0,103.0,5/34,20.82,3.58,34.8,5.0,1.0,0.0
43,DK Liyanage (SL),1992-2001,16,16.0,642.0,510.0,10.0,3/49,51.0,4.76,64.2,0.0,0.0,0.0
0,DK Morrison (NZ),1987-1996,96,95.0,4586.0,3470.0,126.0,5/34,27.53,4.53,36.3,1.0,2.0,0.0
42,DL Amiss (ENG),1972-1977,18,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
21,DL Bairstow (ENG),1979-1984,21,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
24,DL Blake (USA),2004-2004,1,1.0,6.0,7.0,0.0,-,0.0,7.0,0.0,0.0,0.0,0.0
11,DL Chahar (INDIA),2018-2019,3,3.0,126.0,129.0,2.0,1/37,64.5,6.14,63.0,0.0,0.0,0.0
32,DL Haynes (WI),1978-1994,238,1.0,30.0,24.0,0.0,-,0.0,4.8,0.0,0.0,0.0,0.0
30,DL Hemp (BMUDA),2006-2009,22,4.0,114.0,119.0,1.0,1/25,119.0,6.26,114.0,0.0,0.0,0.0
35,DL Houghton (ZIM),1983-1997,63,1.0,12.0,19.0,1.0,1/19,19.0,9.5,12.0,0.0,0.0,0.0
30,DL Maddy (ENG),1998-2000,8,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
42,DL Murray (WI),1973-1980,26,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
17,DL Underwood (ENG),1973-1982,26,24.0,1278.0,734.0,32.0,4/44,22.93,3.44,39.9,1.0,0.0,0.0
12,DL Vettori (ICC/NZ),1997-2015,295,277.0,14060.0,9674.0,305.0,5/7,31.71,4.12,46.0,8.0,2.0,0.0
20,DLS de Silva (SL),1979-1979,2,2.0,120.0,54.0,2.0,2/36,27.0,2.7,60.0,0.0,0.0,0.0
25,DLS van Bunge (NL),2002-2013,37,13.0,331.0,329.0,11.0,3/16,29.9,5.96,30.0,0.0,0.0,0.0
29,DM Basden (BMUDA),2007-2007,2,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
23,DM Benkenstein (SA),1998-2002,23,4.0,65.0,44.0,4.0,3/5,11.0,4.06,16.2,0.0,0.0,0.0
49,DM Bravo (WI),2009-2019,110,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
27,DM Gondaria (KENYA),2013-2013,2,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
35,DM Jones (AUS),1984-1994,164,8.0,106.0,81.0,3.0,2/34,27.0,4.58,35.3,0.0,0.0,0.0
46,DM Richards (WI),2009-2010,8,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
18,DM Smith (ENG),1986-1990,2,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
33,DM Vonhagt (SL),1985-1985,1,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
0,DM Wellham (AUS),1981-1987,17,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
11,DM de Silva (SL),2016-2019,42,35.0,1028.0,899.0,22.0,3/32,40.86,5.24,46.7,0.0,0.0,0.0
29,DN Chudasama (KENYA),1996-1999,20,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
17,DN Crookes (SA),1994-2000,32,30.0,1221.0,1011.0,25.0,3/30,40.44,4.96,48.8,0.0,0.0,0.0
48,DN Patel (NZ),1987-1997,75,69.0,3251.0,2261.0,45.0,3/22,50.24,4.17,72.2,0.0,0.0,0.0
29,DNT Zoysa (SL),1997-2007,95,93.0,4259.0,3213.0,108.0,5/26,29.75,4.52,39.4,2.0,1.0,0.0
24,DO Obuya (KENYA),2001-2012,74,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
32,DP Hyatt (WI),2011-2011,9,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
15,DP Nannes (AUS),2009-2009,1,1.0,42.0,20.0,1.0,1/20,20.0,2.85,42.0,0.0,0.0,0.0
23,DP Samaraweera (SL),1993-1994,5,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
12,DP Viljoen (ZIM),1997-2001,53,46.0,2075.0,1639.0,44.0,3/20,37.25,4.73,47.1,0.0,0.0,0.0
11,DPMD Jayawardene (Asia/SL),1998-2015,448,28.0,593.0,563.0,8.0,2/56,70.37,5.69,74.1,0.0,0.0,0.0
7,DR Briggs (ENG),2012-2012,1,1.0,60.0,39.0,2.0,2/39,19.5,3.9,30.0,0.0,0.0,0.0
10,DR Brown (ENG/SCOT),1997-2007,25,25.0,953.0,919.0,22.0,3/37,41.77,5.78,43.3,0.0,0.0,0.0
30,DR Chumney (CAN),2003-2007,21,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
12,DR Doshi (INDIA),1980-1982,15,15.0,792.0,524.0,22.0,4/30,23.81,3.96,36.0,2.0,0.0,0.0
16,DR Flynn (NZ),2008-2012,20,3.0,24.0,25.0,0.0,-,0.0,6.25,0.0,0.0,0.0,0.0
31,DR Gilbert (AUS),1986-1986,14,14.0,684.0,552.0,18.0,5/46,30.66,4.84,38.0,0.0,1.0,0.0
43,DR Hadlee (NZ),1973-1976,11,11.0,628.0,364.0,20.0,4/34,18.2,3.47,31.4,1.0,0.0,0.0
14,DR Lockhart (SCOT),2006-2010,14,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
32,DR Martyn (AUS),1992-2006,208,31.0,794.0,704.0,12.0,2/21,58.66,5.31,66.1,0.0,0.0,0.0
21,DR O'Sullivan (NZ),1974-1976,3,3.0,168.0,123.0,2.0,1/38,61.5,4.39,84.0,0.0,0.0,0.0
21,DR Parry (WI),1978-1980,6,6.0,330.0,259.0,11.0,3/47,23.54,4.7,30.0,0.0,0.0,0.0
10,DR Pringle (ENG),1982-1993,44,44.0,2379.0,1677.0,44.0,4/42,38.11,4.22,54.0,1.0,0.0,0.0
28,DR Ramsammy (CAN),2012-2012,1,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
17,DR Smith (WI),2004-2015,105,73.0,2726.0,2285.0,61.0,5/45,37.45,5.02,44.6,3.0,1.0,0.0
25,DR Tuffey (NZ),2000-2010,94,92.0,4333.0,3534.0,110.0,4/24,32.12,4.89,39.3,2.0,0.0,0.0
22,DS Airee (NEPAL),2018-2019,6,3.0,78.0,51.0,1.0,1/19,51.0,3.92,78.0,0.0,0.0,0.0
13,DS Kulkarni (INDIA),2014-2016,12,12.0,598.0,508.0,19.0,4/34,26.73,5.09,31.4,1.0,0.0,0.0
8,DS Lehmann (AUS),1996-2005,117,62.0,1793.0,1445.0,52.0,4/7,27.78,4.83,34.4,1.0,0.0,0.0
38,DS Mohanty (INDIA),1997-2001,45,44.0,1996.0,1662.0,57.0,4/56,29.15,4.99,35.0,1.0,0.0,0.0
28,DS Smith (WI),2003-2013,47,2.0,17.0,17.0,0.0,-,0.0,6.0,0.0,0.0,0.0,0.0
35,DS Steele (ENG),1976-1976,1,1.0,6.0,9.0,0.0,-,0.0,9.0,0.0,0.0,0.0,0.0
49,DS Weerakkody (SL),2017-2017,3,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
11,DS Wesonga (KENYA),2010-2011,4,1.0,42.0,28.0,2.0,2/28,14.0,4.0,21.0,0.0,0.0,0.0
8,DS de Silva (SL),1975-1985,41,40.0,2076.0,1557.0,32.0,3/29,48.65,4.5,64.8,0.0,0.0,0.0
2,DSBP Kuruppu (SL),1983-1990,54,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
42,DSK Madushanka (SL),2018-2018,1,1.0,37.0,26.0,3.0,3/26,8.66,4.21,12.3,0.0,0.0,0.0
41,DT Christian (AUS),2012-2014,19,19.0,727.0,595.0,20.0,5/31,29.75,4.91,36.3,0.0,1.0,0.0
16,DT Hondo (ZIM),2001-2005,56,56.0,2381.0,2171.0,61.0,4/37,35.59,5.47,39.0,3.0,0.0,0.0
46,DT Johnston (IRE),2006-2013,67,63.0,2930.0,2115.0,66.0,5/14,32.04,4.33,44.3,1.0,1.0,0.0
32,DT Mutendera (ZIM),1999-2001,9,9.0,390.0,334.0,9.0,3/23,37.11,5.13,43.3,0.0,0.0,0.0
1,DT Tiripano (ZIM),2014-2019,31,29.0,1220.0,1122.0,28.0,5/63,40.07,5.51,43.5,0.0,1.0,0.0
49,DV Lawrence (ENG),1991-1991,1,1.0,66.0,67.0,4.0,4/67,16.75,6.09,16.5,1.0,0.0,0.0
39,DW Fleming (AUS),1994-2001,88,88.0,4619.0,3402.0,134.0,5/36,25.38,4.41,34.4,4.0,1.0,0.0
9,DW Headley (ENG),1996-1999,13,13.0,594.0,520.0,11.0,2/38,47.27,5.25,54.0,0.0,0.0,0.0
34,DW Hookes (AUS),1977-1986,39,3.0,29.0,28.0,1.0,1/2,28.0,5.79,29.0,0.0,0.0,0.0
31,DW Randall (ENG),1976-1985,49,1.0,2.0,2.0,1.0,1/2,2.0,6.0,2.0,0.0,0.0,0.0
40,DW Steyn (Afr/SA),2005-2019,125,124.0,6256.0,5087.0,196.0,6/39,25.95,4.87,31.9,4.0,3.0,0.0
28,DWO Morgan (BMUDA),2006-2006,2,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
39,Danish Kaneria (PAK),2001-2007,18,18.0,854.0,683.0,15.0,3/31,45.53,4.79,56.9,0.0,0.0,0.0
1,Dawlat Ahmadzai (AFG),2009-2010,3,3.0,112.0,121.0,1.0,1/40,121.0,6.48,112.0,0.0,0.0,0.0
11,Dawlat Zadran (AFG),2011-2019,82,80.0,3769.0,3423.0,115.0,4/22,29.76,5.44,32.7,3.0,0.0,0.0
16,Dhiman Ghosh (BDESH),2008-2008,14,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
4,Dolar Mahmud (BDESH),2008-2009,7,7.0,210.0,258.0,8.0,4/28,32.25,7.37,26.2,1.0,0.0,0.0
44,E Chigumbura (Afr/ZIM),2004-2018,213,132.0,4339.0,4274.0,101.0,4/28,42.31,5.91,42.9,1.0,0.0,0.0
45,E Katchay (CAN),2008-2009,5,5.0,174.0,143.0,4.0,3/39,35.75,4.93,43.5,0.0,0.0,0.0
9,E Lewis (WI),2016-2019,48,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
18,E Otieno (KENYA),2007-2014,26,25.0,954.0,927.0,22.0,4/33,42.13,5.83,43.3,1.0,0.0,0.0
49,E Schiferli (NL),2002-2013,30,30.0,1294.0,1008.0,33.0,4/23,30.54,4.67,39.2,3.0,0.0,0.0
26,EA Brandes (ZIM),1987-1999,59,59.0,2828.0,2266.0,70.0,5/28,32.37,4.8,40.4,1.0,2.0,0.0
43,EA Essop-Adam (ZIM),1992-1992,1,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
26,EA Moseley (WI),1990-1991,9,8.0,330.0,278.0,7.0,2/52,39.71,5.05,47.1,0.0,0.0,0.0
14,EAE Baptiste (WI),1983-1990,43,43.0,2214.0,1511.0,36.0,2/10,41.97,4.09,61.5,0.0,0.0,0.0
1,EAR de Silva (SL),1986-1992,28,28.0,1374.0,967.0,17.0,3/38,56.88,4.22,80.8,0.0,0.0,0.0
29,EB McSweeney (NZ),1986-1987,16,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
47,EB Ringera (KENYA),2011-2011,1,1.0,60.0,28.0,0.0,-,0.0,2.8,0.0,0.0,0.0,0.0
14,EC Joyce (ENG/IRE),2006-2018,78,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
49,EC Rainsford (ZIM),2004-2010,39,39.0,1907.0,1401.0,45.0,5/36,31.13,4.4,42.3,1.0,1.0,0.0
21,ED Solkar (INDIA),1974-1976,7,6.0,252.0,169.0,4.0,2/31,42.25,4.02,63.0,0.0,0.0,0.0
9,EE Hemmings (ENG),1982-1991,33,32.0,1752.0,1294.0,37.0,4/52,34.97,4.43,47.3,1.0,0.0,0.0
39,EH Hutchinson (USA),2019-2019,4,3.0,78.0,82.0,0.0,-,0.0,6.3,0.0,0.0,0.0,0.0
48,EH Mattis (WI),1981-1981,2,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
22,EHSN Silva (UAE),2008-2008,1,1.0,42.0,33.0,0.0,-,0.0,4.71,0.0,0.0,0.0,0.0
32,EJ Chatfield (NZ),1979-1989,114,112.0,6065.0,3618.0,140.0,5/34,25.84,3.57,43.3,3.0,1.0,0.0
6,EJ Gray (NZ),1984-1988,10,9.0,386.0,286.0,8.0,2/26,35.75,4.44,48.2,0.0,0.0,0.0
35,EJ Richardson (IRE),2013-2013,2,2.0,66.0,54.0,2.0,2/39,27.0,4.9,33.0,0.0,0.0,0.0
29,EJG Morgan (ENG/IRE),2006-2019,233,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
22,EL Gouka (NL),1996-1996,3,2.0,22.0,51.0,1.0,1/32,51.0,13.9,22.0,0.0,0.0,0.0
29,ELR Stewart (SA),1993-2002,6,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
36,EMDY Munaweera (SL),2017-2017,2,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
25,EO Odumbe (KENYA),1996-1996,8,7.0,137.0,137.0,6.0,2/8,22.83,6.0,22.8,0.0,0.0,0.0
2,EO Simons (SA),1994-1995,23,23.0,1212.0,810.0,33.0,4/42,24.54,4.0,36.7,1.0,0.0,0.0
44,EP Thompson (NZ),2009-2009,1,1.0,24.0,42.0,0.0,-,0.0,10.5,0.0,0.0,0.0,0.0
1,ER Fernando (SL),1975-1975,3,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
2,ERNS Fernando (SL),1983-1983,7,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
38,ES Szwarczynski (NL),2006-2014,41,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
19,EZ Matambanadzo (ZIM),1996-1997,7,7.0,297.0,217.0,11.0,4/32,19.72,4.38,27.0,1.0,0.0,0.0
31,Ehsan Adil (PAK),2013-2015,6,6.0,225.0,223.0,4.0,1/31,55.75,5.94,56.2,0.0,0.0,0.0
36,Ehsan Khan (HKG),2016-2018,15,15.0,807.0,594.0,29.0,4/33,20.48,4.41,27.8,1.0,0.0,0.0
17,Ehsan Nawaz (HKG),2014-2018,12,12.0,513.0,458.0,16.0,4/47,28.62,5.35,32.0,2.0,0.0,0.0
16,Ehsanul Haque (BDESH),2002-2003,6,3.0,141.0,113.0,3.0,2/34,37.66,4.8,47.0,0.0,0.0,0.0
14,Elias Sunny (BDESH),2011-2012,4,4.0,204.0,161.0,5.0,2/21,32.2,4.73,40.8,0.0,0.0,0.0
9,Enamul Haque (BDESH),1990-2002,29,28.0,1238.0,1083.0,19.0,2/40,57.0,5.24,65.1,0.0,0.0,0.0
14,Enamul Haque jnr (BDESH),2005-2009,10,10.0,576.0,422.0,14.0,3/16,30.14,4.39,41.1,0.0,0.0,0.0
8,F Behardien (SA),2013-2018,59,35.0,748.0,719.0,14.0,3/19,51.35,5.76,53.4,0.0,0.0,0.0
39,F Jansen (NL),1996-1996,2,2.0,54.0,62.0,1.0,1/40,62.0,6.88,54.0,0.0,0.0,0.0
26,F Kasteni (ZIM),2007-2007,3,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
47,F Mutizwa (ZIM),2009-2011,17,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
22,F du Plessis (SA),2011-2019,143,11.0,192.0,189.0,2.0,1/8,94.5,5.9,96.0,0.0,0.0,0.0
16,FA Allen (WI),2018-2019,12,11.0,360.0,360.0,4.0,2/40,90.0,6.0,90.0,0.0,0.0,0.0
8,FA Dennis (CAN),1979-1979,3,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
43,FA Rose (WI),1997-2000,27,27.0,1326.0,1046.0,29.0,5/23,36.06,4.73,45.7,0.0,1.0,0.0
8,FC Hayes (ENG),1973-1975,6,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
7,FDM Karunaratne (SL),2011-2019,28,2.0,16.0,18.0,0.0,-,0.0,6.75,0.0,0.0,0.0,0.0
21,FH Edwards (WI),2003-2009,50,49.0,2138.0,1812.0,60.0,6/22,30.2,5.08,35.6,0.0,2.0,0.0
41,FJ Klaassen (NL),2018-2019,4,4.0,240.0,150.0,10.0,3/30,15.0,3.75,24.0,0.0,0.0,0.0
32,FJ Titmus (ENG),1975-1975,2,1.0,56.0,53.0,3.0,3/53,17.66,5.67,18.6,0.0,0.0,0.0
42,FL Reifer (WI),1997-2009,8,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
41,FM Engineer (INDIA),1974-1975,5,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
15,FN Otieno (KENYA),2010-2010,4,1.0,6.0,2.0,0.0,-,0.0,2.0,0.0,0.0,0.0,0.0
32,FRJ Coleman (SCOT),2013-2015,16,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
26,FRMD Gunatilleke (SL),1979-1979,1,1.0,54.0,34.0,0.0,-,0.0,3.77,0.0,0.0,0.0,0.0
49,FS Ahangama (SL),1985-1985,1,1.0,18.0,23.0,0.0,-,0.0,7.66,0.0,0.0,0.0,0.0
42,FS Crockwell (BMUDA),2009-2009,2,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
48,FY Fazal (INDIA),2016-2016,1,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
6,Fahad Alhashmi (UAE),2008-2015,5,5.0,224.0,202.0,6.0,2/39,33.66,5.41,37.3,0.0,0.0,0.0
44,Fahad Nawaz (UAE),2019-2019,2,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
45,Fahad Usman (UAE),2004-2004,2,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
42,Faheem Ashraf (PAK),2017-2019,23,22.0,902.0,744.0,20.0,5/22,37.2,4.94,45.1,0.0,1.0,0.0
6,Fahim Muntasir (BDESH),2001-2002,3,3.0,169.0,111.0,0.0,-,0.0,3.94,0.0,0.0,0.0,0.0
46,Faisal Athar (PAK),2003-2003,1,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
9,Faisal Hossain (BDESH),2004-2010,6,2.0,73.0,53.0,1.0,1/27,53.0,4.35,73.0,0.0,0.0,0.0
8,Faisal Iqbal (PAK),2000-2006,18,2.0,18.0,33.0,0.0,-,0.0,11.0,0.0,0.0,0.0,0.0
10,Fakhar Zaman (PAK),2017-2019,46,7.0,135.0,111.0,1.0,1/19,111.0,4.93,135.0,0.0,0.0,0.0
16,Fareed Ahmad (AFG),2014-2017,5,4.0,150.0,143.0,5.0,3/65,28.6,5.72,30.0,0.0,0.0,0.0
13,Farhad Reza (BDESH),2006-2011,34,32.0,1139.0,1017.0,22.0,5/42,46.22,5.35,51.7,0.0,1.0,0.0
47,Faruk Ahmed (BDESH),1988-1999,7,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
17,Fawad Ahmed (AUS),2013-2013,3,3.0,144.0,145.0,3.0,1/39,48.33,6.04,48.0,0.0,0.0,0.0
17,Fawad Alam (PAK),2007-2015,38,13.0,398.0,377.0,5.0,1/8,75.4,5.68,79.6,0.0,0.0,0.0
9,Fayyaz Ahmed (UAE),2014-2016,3,3.0,162.0,121.0,0.0,-,0.0,4.48,0.0,0.0,0.0,0.0
18,Fayyaz Butt (OMAN),2019-2019,5,5.0,198.0,165.0,3.0,2/28,55.0,5.0,66.0,0.0,0.0,0.0
10,Fazl-e-Akbar (PAK),1998-2001,2,2.0,72.0,48.0,0.0,-,0.0,4.0,0.0,0.0,0.0,0.0
11,Fazle Mahmud (BDESH),2018-2018,2,1.0,18.0,16.0,0.0,-,0.0,5.33,0.0,0.0,0.0,0.0
19,Frasat Ali (EAf),1975-1975,3,3.0,144.0,107.0,0.0,-,0.0,4.45,0.0,0.0,0.0,0.0
45,G Blakeney (BMUDA),2009-2009,2,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
2,G Boycott (ENG),1971-1981,36,6.0,168.0,105.0,5.0,2/14,21.0,3.75,33.6,0.0,0.0,0.0
38,G Chapple (ENG),2006-2006,1,1.0,24.0,14.0,0.0,-,0.0,3.5,0.0,0.0,0.0,0.0
35,G Cook (ENG),1981-1983,6,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
40,G Dymock (AUS),1974-1980,15,14.0,806.0,412.0,15.0,2/21,27.46,3.06,53.7,0.0,0.0,0.0
12,G Fowler (ENG),1983-1986,26,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
20,G Gambhir (INDIA),2003-2013,147,1.0,6.0,13.0,0.0,-,0.0,13.0,0.0,0.0,0.0,0.0
3,G Goudie (SCOT),2008-2013,16,16.0,729.0,623.0,23.0,5/73,27.08,5.12,31.6,0.0,1.0,0.0
13,G Kirsten (SA),1993-2003,185,3.0,30.0,23.0,0.0,-,0.0,4.6,0.0,0.0,0.0,0.0
37,G Malla (NEPAL),2018-2019,6,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
23,G Miller (ENG),1977-1984,25,24.0,1268.0,813.0,25.0,3/27,32.52,3.84,50.7,0.0,0.0,0.0
0,G Mylvaganam (UAE),1996-1996,3,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
10,G Onions (ENG),2009-2009,4,4.0,204.0,185.0,4.0,2/58,46.25,5.44,51.0,0.0,0.0,0.0
22,G Salmond (SCOT),1999-1999,5,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
6,G Sharma (INDIA),1985-1987,11,10.0,486.0,361.0,10.0,3/29,36.1,4.45,48.6,0.0,0.0,0.0
35,G Snyman (NAM),2003-2003,5,5.0,288.0,281.0,6.0,3/69,46.83,5.85,48.0,0.0,0.0,0.0
2,G Toka (PNG),2019-2019,7,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
43,GA Bishop (AUS),1987-1987,2,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
2,GA Briant (ZIM),1993-1993,5,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
13,GA Cope (ENG),1977-1978,2,2.0,112.0,35.0,2.0,1/16,17.5,1.87,56.0,0.0,0.0,0.0
19,GA Gooch (ENG),1976-1995,125,60.0,2066.0,1516.0,36.0,3/19,42.11,4.4,57.3,0.0,0.0,0.0
27,GA Hick (ENG),1991-2001,120,47.0,1236.0,1026.0,30.0,5/33,34.2,4.98,41.2,0.0,1.0,0.0
29,GA Lamb (ZIM),2010-2011,15,15.0,642.0,467.0,12.0,3/45,38.91,4.36,53.5,0.0,0.0,0.0
38,GA Manou (AUS),2009-2009,4,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
43,GA Paterson (ZIM),1983-1987,10,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
33,GA Rogers (SCOT),2006-2008,13,11.0,512.0,409.0,8.0,2/22,51.12,4.79,64.0,0.0,0.0,0.0
36,GAHM Parkar (INDIA),1982-1984,10,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
10,GB Brent (ZIM),1996-2008,70,69.0,3390.0,2776.0,75.0,4/22,37.01,4.91,45.2,3.0,0.0,0.0
19,GB Hogg (AUS),1996-2008,123,113.0,5564.0,4188.0,156.0,5/32,26.84,4.51,35.6,3.0,2.0,0.0
38,GB Murgatroyd (NAM),2003-2003,6,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
38,GB Stevenson (ENG),1980-1981,4,4.0,192.0,125.0,7.0,4/33,17.85,3.9,27.4,1.0,0.0,0.0
16,GB Troup (NZ),1976-1985,22,22.0,1180.0,791.0,32.0,4/19,24.71,4.02,36.8,3.0,0.0,0.0
32,GC Dyer (AUS),1986-1988,23,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0
10,GC Martin (ZIM),1994-1995,5,4.0,132.0,95.0,2.0,1/15,47.5,4.31,66.0,0.0,0.0,0.0
34,GC Small (ENG),1987-1992,53,53.0,2793.0,1942.0,58.0,4/31,33.48,4.17,48.1,1.0,0.0,0.0
